IdCliente;Edad;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
3273;56;Trabajador Dependiente;Casado;Universitario;No;2745000;Si;No;Celular;2;No
3274;50;Trabajador Dependiente;Casado;Universitario;No;807000;Si;No;Celular;2;No
3275;53;Gerente;Casado;Universitario;No;4152000;Si;No;Celular;4;Si
3276;56;Trabajador Dependiente;Casado;Universitario;No;801000;No;No;Celular;1;No
3277;61;Trabajador Dependiente;Casado;Enseñanza Básica;No;2969000;No;No;Fono Particular;0;No
3278;53;Trabajador Dependiente;Casado;Universitario;No;3585000;No;No;Celular;1;No
3279;55;Trabajador Dependiente;Casado;Universitario;No;919000;Si;Si;Celular;2;No
3280;53;Trabajador Dependiente;Casado;Universitario;No;687000;Si;No;Celular;0;Si
3281;56;Trabajador Dependiente;Casado;Universitario;No;2160000;Si;Si;Celular;0;Si
3282;52;Gerente;Casado;Técnico Profesional;No;3658000;No;No;Celular;0;No
3283;53;Trabajador Dependiente;Divorciado;Universitario;No;1299000;No;No;Celular;2;No
3284;52;Gerente;Casado;Universitario;No;1318000;No;No;Celular;5;No
3285;61;Gerente;Casado;Universitario;No;1907000;No;No;Celular;7;No
3286;52;Gerente;Divorciado;Universitario;No;5701000;No;No;Celular;1;Si
3287;52;Gerente;Casado;Universitario;No;2155000;No;Si;Celular;7;Si
3288;52;Trabajador Dependiente;Casado;Universitario;No;3109000;No;No;Celular;4;Si
3289;52;Trabajador Dependiente;Casado;Universitario;No;256000;No;No;Celular;4;No
3290;52;Trabajador Dependiente;Casado;Universitario;No;1075000;Si;No;Celular;0;No
3291;51;Trabajador Dependiente;Casado;Universitario;No;1859000;Si;No;Celular;5;No
3292;52;Trabajador Dependiente;Casado;Universitario;No;238000;No;No;Celular;0;No
3293;56;Obrero;Divorciado;Enseñanza Media;No;0;Si;No;Celular;0;No
3294;61;Trabajador Independiente;Casado;Técnico Profesional;No;1187000;Si;No;Celular;0;No
3295;65;Gerente;Casado;Universitario;No;2911000;Si;Si;Fono Particular;0;No
3296;65;Jubilado;Casado;Enseñanza Media;Si;32000;Si;No;Celular;0;No
3297;65;Trabajador Dependiente;Casado;Universitario;No;407000;Si;Si;Celular;0;No
3298;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;151000;Si;No;Celular;0;No
3299;65;Trabajador Dependiente;Casado;Universitario;No;1521000;Si;Si;Celular;5;No
3300;65;Trabajador Dependiente;Casado;Universitario;No;403000;Si;No;Celular;2;Si
3301;65;Trabajador Dependiente;Casado;Universitario;No;2058000;Si;No;Fono Particular;0;No
3302;65;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;2225000;Si;No;Celular;0;No
3303;65;Trabajador Dependiente;Casado;Universitario;No;1884000;No;No;Fono Particular;0;No
3304;65;Trabajador Dependiente;Casado;Universitario;No;1350000;No;No;Celular;1;No
3305;65;Técnico;Casado;Técnico Profesional;No;363000;No;No;Celular;0;No
3306;65;Gerente;Divorciado;Universitario;No;3287000;No;No;Celular;3;Si
3307;65;Trabajador Dependiente;Casado;Técnico Profesional;No;2038000;No;No;Celular;2;Si
3308;65;Jubilado;Casado;Universitario;No;478000;No;No;Celular;1;No
3309;65;Técnico;Divorciado;Técnico Profesional;No;470000;No;No;Celular;0;Si
3310;65;Trabajador Dependiente;Casado;Universitario;No;1181000;No;No;Celular;2;Si
3311;65;Trabajador Dependiente;Divorciado;Universitario;No;1088000;No;No;Celular;0;No
3312;65;Trabajador Dependiente;Casado;Universitario;No;3498000;No;No;Celular;2;No
3313;65;Jubilado;Casado;Universitario;No;3738000;Si;No;Celular;8;Si
3314;65;Jubilado;Casado;Universitario;No;1044000;No;No;Fono Particular;3;Si
3315;65;Jubilado;Casado;Universitario;No;1458000;No;No;Fono Particular;0;No
3316;65;Trabajador Dependiente;Casado;Universitario;No;1103000;No;No;Celular;0;No
3317;65;Jubilado;Divorciado;Universitario;No;0;Si;No;Celular;0;No
3318;65;Jubilado;Casado;Enseñanza Media;No;0;Si;No;Celular;4;No
3319;65;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;11632000;No;No;Fono Particular;0;No
3320;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;1119000;No;No;Celular;0;No
3321;65;Trabajador Dependiente;Casado;Universitario;No;169000;No;No;Celular;1;No
3322;65;Gerente;Casado;Universitario;No;350000;No;No;Fono Particular;0;No
3323;65;Trabajador Dependiente;Soltero;Universitario;No;738000;No;No;Celular;1;No
3324;65;Jubilado;Divorciado;Universitario;No;606000;No;No;Celular;0;No
3325;65;Jubilado;Casado;Universitario;No;455000;Si;No;Celular;0;No
3326;65;Trabajador Independiente;Casado;Universitario;No;192000;Si;No;Celular;0;No
3327;65;Gerente;Casado;Universitario;No;779000;Si;No;Celular;1;No
3328;65;Trabajador Dependiente;Casado;Universitario;No;1753000;Si;No;Celular;0;No
3329;65;Trabajador Dependiente;Casado;Universitario;No;3071000;Si;Si;Celular;0;No
3330;65;Trabajador Dependiente;Casado;Universitario;No;1577000;Si;No;Fono Particular;1;No
3331;65;Jubilado;Casado;Enseñanza Básica;No;13000;Si;No;Celular;2;No
3332;65;Jubilado;Divorciado;Enseñanza Media;Si;-663000;Si;No;Celular;2;No
3333;65;Trabajador Dependiente;Soltero;Universitario;No;1615000;Si;No;Celular;0;No
3334;65;Técnico;Divorciado;Técnico Profesional;No;285000;No;No;Celular;0;No
3335;65;Trabajador Dependiente;Casado;Universitario;No;6005000;Si;No;Celular;6;Si
3336;65;Gerente;Casado;Universitario;No;830000;Si;Si;Celular;1;Si
3337;65;Técnico;Casado;Técnico Profesional;No;28000;Si;No;Celular;1;No
3338;65;Trabajador Dependiente;Casado;Enseñanza Media;No;68000;Si;No;Celular;0;No
3339;65;Trabajador Dependiente;Divorciado;Universitario;No;52000;Si;No;Celular;8;No
3340;65;Jubilado;Divorciado;Universitario;No;1029000;Si;No;Celular;0;No
3341;65;Obrero;Divorciado;Enseñanza Media;No;75000;Si;No;Celular;2;No
3342;65;Trabajador Dependiente;Casado;Universitario;No;4588000;No;No;Celular;0;No
3343;65;Trabajador Dependiente;Casado;Universitario;No;337000;No;No;Celular;0;No
3344;65;Trabajador Dependiente;Casado;Universitario;No;587000;No;No;Fono Particular;0;No
3345;65;Trabajador Dependiente;Casado;Universitario;No;3754000;No;No;Celular;0;Si
3346;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;501000;Si;Si;Celular;2;No
3347;65;Trabajador Dependiente;Casado;Universitario;No;3376000;Si;No;Fono Particular;0;Si
3348;65;Trabajador Dependiente;Casado;Universitario;No;297000;No;No;Celular;0;No
3349;65;Trabajador Dependiente;Casado;Universitario;No;890000;No;No;Celular;0;No
3350;65;Gerente;Divorciado;Universitario;No;442000;No;No;Celular;3;No
3351;65;Trabajador Dependiente;Casado;Enseñanza Básica;Si;-319000;No;Si;Celular;1;No
3352;65;Trabajador Dependiente;Casado;Universitario;No;7357000;No;No;Celular;0;No
3353;65;Trabajador Dependiente;Casado;Universitario;No;287000;No;Si;Celular;2;No
3354;65;Trabajador Dependiente;Divorciado;Enseñanza Media;No;79000;Si;No;Emailing;2;No
3355;65;Trabajador Dependiente;Casado;Universitario;No;1686000;No;No;Fono Particular;2;No
3356;65;Jubilado;Casado;Universitario;No;1230000;No;No;Celular;0;No
3357;65;Jubilado;Casado;Universitario;No;9367000;No;No;Celular;6;Si
3358;65;Jubilado;Casado;Enseñanza Básica;No;0;Si;No;Celular;2;No
3359;65;Gerente;Casado;Universitario;No;1832000;Si;No;Celular;0;No
3360;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;2326000;No;No;Celular;1;Si
3361;65;Técnico;Casado;Técnico Profesional;No;254000;No;No;Celular;0;No
3362;65;Gerente;Casado;Universitario;No;6900000;No;No;Celular;2;Si
3363;65;Gerente;Casado;Universitario;No;375000;No;No;Celular;0;Si
3364;65;Trabajador Dependiente;Soltero;Universitario;No;739000;Si;No;Celular;1;No
3365;65;Gerente;Casado;Universitario;No;2155000;No;Si;Celular;2;Si
3366;65;Trabajador Dependiente;Casado;Universitario;No;530000;Si;No;Fono Particular;7;No
3367;65;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
3368;65;Trabajador Dependiente;Casado;Enseñanza Media;Si;-967000;Si;No;Fono Particular;0;No
3369;65;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;179000;Si;No;Celular;2;No
3370;65;Trabajador Dependiente;Casado;Universitario;No;334000;Si;No;Celular;2;No
3371;65;Trabajador Dependiente;Casado;Universitario;No;39000;Si;No;Celular;0;No
3372;65;Técnico;Casado;Técnico Profesional;No;225000;Si;No;Fono Particular;12;No
3373;65;Trabajador Dependiente;Casado;Universitario;No;2299000;No;No;Celular;0;No
3374;65;Trabajador Dependiente;Casado;Universitario;No;367000;No;No;Fono Particular;0;No
3375;65;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;8278000;No;No;Celular;0;No
3376;65;Obrero;Casado;Enseñanza Media;No;25000;Si;No;Celular;1;No
3377;65;Gerente;Divorciado;Universitario;No;408000;Si;No;Celular;1;No
3378;65;Trabajador Dependiente;Soltero;Enseñanza Básica;No;3777000;Si;No;Fono Particular;0;No
3379;65;Trabajador Dependiente;Casado;Universitario;No;649000;Si;No;Celular;0;No
3380;65;Gerente;Divorciado;Técnico Profesional;No;2986000;No;No;Celular;1;Si
3381;65;Jubilado;Casado;Universitario;No;1841000;No;No;Celular;1;No
3382;65;Trabajador Dependiente;Divorciado;Universitario;No;1299000;No;No;Celular;0;No
3383;65;Gerente;Casado;Universitario;No;1016000;No;No;Fono Particular;0;No
3384;65;Jubilado;Casado;Universitario;No;5313000;No;No;Celular;1;Si
3385;65;Trabajador Dependiente;Casado;Universitario;No;592000;No;Si;Fono Particular;5;No
3386;65;Jubilado;Divorciado;Universitario;No;698000;No;No;Fono Particular;2;No
3387;65;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Celular;3;No
3388;65;Gerente;Casado;Universitario;No;772000;Si;No;Fono Particular;1;No
3389;65;Jubilado;Casado;Universitario;No;4451000;No;Si;Celular;0;No
3390;65;Gerente;Divorciado;Universitario;No;6468000;Si;No;Celular;4;Si
3391;65;Trabajador Dependiente;Casado;Universitario;No;16000;No;No;Celular;0;No
3392;65;Trabajador Dependiente;Casado;Universitario;No;5631000;No;No;Fono Particular;5;No
3393;65;Gerente;Divorciado;Técnico Profesional;No;854000;No;No;Celular;1;Si
3394;65;Trabajador Dependiente;Soltero;Universitario;No;254000;No;No;Celular;0;No
3395;65;Trabajador Dependiente;Casado;Universitario;No;3927000;No;No;Celular;0;No
3396;65;Trabajador Independiente;Casado;Técnico Profesional;No;0;No;No;Celular;0;No
3397;65;Jubilado;Casado;Universitario;No;415000;No;No;Celular;2;No
3398;65;Gerente;Divorciado;Técnico Profesional;No;854000;No;No;Celular;5;Si
3399;65;Trabajador Dependiente;Divorciado;Enseñanza Media;No;0;No;No;Celular;0;No
3400;65;Gerente;Casado;Universitario;No;10583000;No;No;Celular;3;Si
3401;65;Trabajador Dependiente;Casado;Universitario;No;3109000;No;No;Celular;2;Si
3402;65;Gerente;Casado;Universitario;No;1318000;No;No;Celular;2;Si
3403;65;Jubilado;Divorciado;Universitario;No;1486000;No;No;Celular;0;No
3404;65;Técnico;Casado;Técnico Profesional;No;8000;No;No;Fono Particular;0;No
3405;65;Empresario;Casado;Enseñanza Media;No;666000;No;No;Celular;0;No
3406;65;Gerente;Casado;Universitario;No;1660000;No;No;Celular;0;Si
3407;65;Trabajador Dependiente;Soltero;Enseñanza Media;No;0;No;No;Celular;0;No
3408;65;Empresario;Casado;Enseñanza Media;No;905000;No;No;Celular;0;No
3409;65;Trabajador Dependiente;Casado;Universitario;No;2476000;Si;No;Celular;1;No
3410;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;501000;Si;Si;Celular;0;No
3411;65;Jubilado;Casado;Universitario;No;168000;No;No;Celular;0;No
3412;65;Gerente;Casado;Universitario;No;7633000;No;No;Celular;0;No
3413;65;Jubilado;Soltero;Universitario;No;842000;No;No;Celular;0;Si
3414;65;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;1198000;No;No;Celular;0;No
3415;65;Gerente;Casado;Universitario;No;2155000;No;Si;Celular;0;No
3416;65;Trabajador Dependiente;Soltero;Universitario;No;2223000;No;No;Celular;0;Si
3417;65;Trabajador Dependiente;Casado;Universitario;No;589000;Si;No;Celular;5;Si
3418;65;Jubilado;Casado;Universitario;No;4365000;No;No;Celular;0;No
3419;65;Trabajador Dependiente;Casado;Universitario;No;169000;No;No;Celular;2;No
3420;65;Jubilado;Casado;Universitario;No;479000;No;No;Fono Particular;0;No
3421;65;Trabajador Dependiente;Casado;Universitario;No;139000;No;No;Celular;0;No
3422;65;Jubilado;Casado;Universitario;No;1458000;No;No;Celular;5;No
3423;65;Jubilado;Casado;Universitario;No;1269000;No;No;Celular;0;Si
3424;65;Jubilado;Casado;Universitario;No;1947000;No;No;Celular;7;No
3425;65;Trabajador Dependiente;Casado;Universitario;No;16873000;No;No;Celular;1;No
3426;65;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;282000;No;No;Celular;4;No
3427;65;Trabajador Dependiente;Casado;Universitario;No;668000;No;No;Fono Particular;0;No
3428;65;Jubilado;Casado;Universitario;No;0;No;No;Celular;0;No
3429;65;Jubilado;Casado;Universitario;No;939000;No;Si;Fono Particular;0;No
3430;65;Técnico;Divorciado;Técnico Profesional;No;77000;Si;Si;Celular;2;No
3431;65;Trabajador Dependiente;Casado;Universitario;No;2550000;No;No;Celular;0;No
3432;65;Jubilado;Casado;Universitario;No;2714000;No;No;Celular;0;No
3433;65;Gerente;Divorciado;Universitario;No;8897000;Si;No;Celular;0;Si
3434;65;Gerente;Divorciado;Universitario;No;396000;No;No;Celular;0;No
3435;65;Trabajador Dependiente;Casado;Universitario;No;6004000;Si;No;Celular;0;No
3436;65;Jubilado;Casado;Enseñanza Básica;No;-12000;No;Si;Celular;0;No
3437;65;Trabajador Dependiente;Casado;Universitario;No;2112000;No;No;Celular;0;Si
3438;65;Jubilado;Casado;Universitario;No;4908000;No;No;Celular;0;No
3439;65;Jubilado;Casado;Universitario;No;641000;No;Si;Fono Particular;0;No
3440;65;Gerente;Divorciado;Universitario;No;2549000;No;No;Celular;2;No
3441;65;Trabajador Dependiente;Casado;Universitario;No;1276000;Si;No;Celular;4;No
3442;65;Trabajador Dependiente;Casado;Universitario;No;0;No;Si;Celular;2;No
3443;65;Gerente;Casado;Universitario;No;8141000;No;No;Celular;0;No
3444;65;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;3767000;No;No;Celular;0;No
3445;65;Jubilado;Casado;Universitario;No;523000;No;Si;Celular;0;No
3446;65;Trabajador Dependiente;Casado;Universitario;No;567000;Si;No;Celular;3;No
3447;65;Trabajador Dependiente;Soltero;Universitario;No;3495000;No;Si;Celular;0;No
3448;65;Gerente;Casado;Universitario;No;12048000;No;No;Fono Particular;0;No
3449;65;Trabajador Dependiente;Divorciado;Enseñanza Media;No;3000;No;No;Celular;0;No
3450;65;Jubilado;Divorciado;Universitario;No;3875000;No;No;Celular;0;No
3451;65;Trabajador Dependiente;Casado;Universitario;No;839000;No;No;Fono Particular;0;No
3452;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;5126000;Si;No;Celular;0;No
3453;65;Trabajador Dependiente;Casado;Enseñanza Media;No;11000;No;No;Celular;3;No
3454;65;Jubilado;Casado;Enseñanza Básica;No;65000;Si;No;Fono Particular;0;No
3455;65;Trabajador Dependiente;Casado;Universitario;No;246000;Si;No;Celular;0;No
3456;65;Trabajador Dependiente;Casado;Universitario;Si;-868000;Si;Si;Celular;0;No
3457;65;Trabajador Dependiente;Casado;Universitario;No;215000;No;Si;Celular;0;No
3458;65;Empresario;Casado;Universitario;No;234000;No;No;Celular;0;No
3459;65;Trabajador Dependiente;Casado;Universitario;No;101000;No;Si;Celular;0;No
3460;65;Trabajador Dependiente;Casado;Universitario;No;1741000;No;No;Celular;0;No
3461;65;Técnico;Casado;Técnico Profesional;No;19000;Si;No;Celular;0;No
3462;65;Obrero;Casado;Enseñanza Media;No;0;No;Si;Celular;0;No
3463;65;Trabajador Dependiente;Divorciado;Enseñanza Media;No;14000;No;Si;Celular;0;No
3464;65;Técnico;Casado;Técnico Profesional;No;272000;No;Si;Fono Particular;0;No
3465;65;Empresario;Casado;Técnico Profesional;No;975000;Si;Si;Celular;0;No
3466;65;Trabajador Dependiente;Casado;Universitario;No;856000;No;No;Celular;0;No
3467;65;Trabajador Dependiente;Casado;Universitario;No;14093000;No;No;Celular;0;No
3468;65;Jubilado;Casado;Universitario;No;13834000;No;No;Celular;0;No
3469;65;Gerente;Casado;Universitario;No;2416000;No;No;Celular;0;No
3470;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;2785000;No;No;Celular;0;Si
3471;65;Jubilado;Casado;Universitario;No;243000;No;No;Celular;0;No
3472;65;Gerente;Casado;Universitario;No;1963000;No;Si;Celular;0;No
3473;65;Gerente;Casado;Universitario;No;1171000;No;No;Celular;0;No
3474;65;Obrero;Casado;Enseñanza Básica;No;94000;Si;No;Fono Particular;0;No
3475;65;Trabajador Dependiente;Casado;Universitario;No;204000;No;No;Fono Particular;0;No
3476;65;Jubilado;Casado;Universitario;No;3382000;No;Si;Fono Particular;0;No
3477;65;Jubilado;Divorciado;Enseñanza Básica;Si;0;No;Si;Celular;0;No
3478;65;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
3479;65;Gerente;Casado;Universitario;No;1357000;Si;Si;Celular;0;No
3480;65;Trabajador Dependiente;Divorciado;Universitario;No;236000;No;No;Celular;0;No
3481;65;Trabajador Dependiente;Casado;Universitario;No;6362000;Si;Si;Celular;0;No
3482;65;Empresario;Casado;Universitario;No;729000;No;No;Celular;0;No
3483;65;Trabajador Independiente;Casado;Universitario;No;894000;Si;No;Celular;0;No
3484;65;Gerente;Casado;Universitario;No;2101000;No;No;Celular;0;No
3485;65;Trabajador Dependiente;Casado;Universitario;No;1509000;Si;No;Celular;0;No
3486;65;Jubilado;Soltero;Universitario;No;0;No;No;Celular;0;No
3487;65;Trabajador Dependiente;Casado;Universitario;No;649000;Si;No;Celular;0;No
3488;65;Trabajador Dependiente;Casado;Universitario;No;1681000;No;No;Celular;0;No
3489;65;Trabajador Independiente;Casado;Enseñanza Media;No;7747000;No;No;Celular;0;No
3490;65;Trabajador Dependiente;Casado;Universitario;No;6822000;No;No;Celular;0;Si
3491;65;Jubilado;Casado;Universitario;No;283000;No;No;Celular;0;No
3492;65;Trabajador Dependiente;Casado;Universitario;No;624000;No;No;Celular;0;No
3493;65;Trabajador Dependiente;Casado;Universitario;No;163000;No;No;Celular;0;No
3494;65;Jubilado;Casado;Enseñanza Básica;No;0;Si;No;Celular;0;No
3495;65;Trabajador Dependiente;Casado;Universitario;No;4043000;Si;No;Celular;0;No
3496;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;2893000;No;No;Celular;0;No
3497;65;Trabajador Dependiente;Casado;Universitario;No;1463000;No;No;Celular;0;No
3498;65;Trabajador Dependiente;Casado;Universitario;No;900000;No;No;Celular;0;No
3499;65;Trabajador Dependiente;Casado;Universitario;No;504000;No;No;Celular;0;No
3500;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;853000;Si;No;Celular;0;No
3501;65;Gerente;Casado;Universitario;No;4547000;No;No;Celular;0;No
3502;65;Jubilado;Casado;Universitario;No;4490000;No;No;Celular;0;No
3503;65;Trabajador Dependiente;Casado;Universitario;No;46000;No;No;Celular;0;No
3504;65;Trabajador Dependiente;Casado;Universitario;No;320000;No;No;Celular;0;No
3505;65;Jubilado;Casado;Universitario;No;256000;No;No;Celular;0;No
3506;65;Gerente;Divorciado;Universitario;No;15062000;No;No;Fono Particular;0;No
3507;65;Trabajador Independiente;Casado;Enseñanza Media;No;380000;No;No;Celular;0;No
3508;65;Trabajador Dependiente;Casado;Universitario;No;315000;No;No;Celular;0;No
3509;65;Jubilado;Soltero;Universitario;No;604000;No;No;Celular;0;No
3510;65;Jubilado;Casado;Universitario;No;1335000;No;No;Celular;0;No
3511;65;Empresario;Casado;Universitario;No;1828000;Si;No;Celular;0;No
3512;65;Trabajador Dependiente;Divorciado;Universitario;No;2762000;No;No;Fono Particular;0;No
3513;65;Jubilado;Casado;Universitario;No;6969000;No;No;Celular;0;No
3514;65;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
3515;65;Trabajador Dependiente;Divorciado;Universitario;No;18268000;Si;No;Celular;0;No
3516;65;Trabajador Dependiente;Casado;Universitario;No;6164000;No;No;Celular;0;No
3517;65;Gerente;Casado;Universitario;No;1172000;No;No;Celular;0;No
3518;65;Trabajador Dependiente;Casado;Universitario;No;5935000;Si;Si;Celular;1;No
3519;65;Trabajador Independiente;Casado;Enseñanza Media;No;11494000;No;No;Celular;0;No
3520;65;Gerente;Casado;Universitario;No;412000;No;No;Celular;0;No
3521;65;Trabajador Independiente;Divorciado;Universitario;No;6519000;No;No;Celular;0;No
3522;65;Gerente;Casado;Universitario;No;1172000;Si;No;Celular;0;No
3523;65;Trabajador Dependiente;Soltero;Universitario;No;2236000;Si;No;Fono Particular;2;No
3524;65;Jubilado;Casado;Universitario;No;3815000;No;No;Fono Particular;0;No
3525;65;Empresario;Casado;Enseñanza Media;No;1888000;No;No;Celular;0;No
3526;65;Trabajador Dependiente;Casado;Universitario;No;1556000;Si;No;Celular;0;No
3527;65;Trabajador Dependiente;Casado;Universitario;No;1158000;No;No;Emailing;21;No
3528;65;Gerente;Casado;Universitario;No;1502000;No;No;Fono Particular;11;No
3529;65;Trabajador Dependiente;Casado;Universitario;No;169000;No;No;Celular;0;No
3530;65;Trabajador Dependiente;Casado;Universitario;No;589000;Si;No;Celular;4;No
3531;65;Trabajador Dependiente;Casado;Universitario;No;123000;No;No;Celular;0;No
3532;65;Jubilado;Casado;Universitario;No;485000;No;No;Celular;2;No
3533;65;Jubilado;Casado;Enseñanza Básica;Si;-464000;Si;No;Celular;6;No
3534;65;Trabajador Dependiente;Casado;Universitario;No;4391000;No;No;Fono Particular;0;Si
3535;65;Trabajador Dependiente;Casado;Universitario;No;82000;No;Si;Fono Particular;0;No
3536;65;Trabajador Dependiente;Casado;Universitario;No;113000;No;No;Celular;0;No
3537;65;Técnico;Casado;Técnico Profesional;No;192000;No;No;Celular;0;No
3538;65;Trabajador Dependiente;Casado;Universitario;No;2610000;No;No;Fono Particular;0;No
3539;65;Trabajador Dependiente;Divorciado;Universitario;No;5041000;Si;No;Celular;1;No
3540;65;Trabajador Dependiente;Casado;Universitario;No;12048000;Si;No;Celular;0;No
3541;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;491000;Si;No;Celular;0;Si
3542;65;Gerente;Casado;Universitario;No;1318000;No;No;Celular;0;No
3543;65;Trabajador Dependiente;Divorciado;Técnico Profesional;No;1877000;Si;No;Celular;1;No
3544;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;202000;Si;No;Celular;2;No
3545;65;Trabajador Dependiente;Casado;Universitario;No;3082000;Si;Si;Celular;3;No
3546;65;Jubilado;Casado;Enseñanza Básica;Si;-384000;Si;Si;Fono Particular;0;No
3547;65;Obrero;Casado;Enseñanza Básica;No;93000;Si;No;Fono Particular;0;No
3548;65;Trabajador Dependiente;Casado;Universitario;No;490000;Si;No;Celular;0;No
3549;65;Jubilado;Casado;Universitario;No;2774000;No;No;Celular;0;No
3550;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;1969000;No;No;Celular;0;No
3551;65;Jubilado;Casado;Universitario;No;6610000;No;No;Celular;0;No
3552;65;Trabajador Dependiente;Casado;Universitario;No;4597000;Si;No;Celular;0;No
3553;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;2326000;No;No;Celular;0;Si
3554;65;Trabajador Dependiente;Casado;Universitario;No;621000;Si;No;Celular;0;No
3555;65;Trabajador Dependiente;Soltero;Enseñanza Media;No;0;No;No;Celular;0;No
3556;65;Jubilado;Divorciado;Enseñanza Básica;No;63000;No;Si;Celular;0;No
3557;65;Gerente;Divorciado;Universitario;No;909000;Si;No;Celular;0;No
3558;65;Trabajador Dependiente;Divorciado;Universitario;No;23000;No;Si;Fono Particular;0;No
3559;65;Gerente;Casado;Universitario;No;4185000;Si;No;Fono Particular;0;No
3560;65;Trabajador Dependiente;Casado;Universitario;No;262000;No;No;Celular;0;No
3561;65;Trabajador Dependiente;Divorciado;Universitario;No;3043000;No;No;Celular;0;Si
3562;65;Técnico;Casado;Técnico Profesional;No;270000;No;No;Celular;0;No
3563;65;Jubilado;Casado;Universitario;No;592000;No;Si;Celular;0;No
3564;65;Trabajador Dependiente;Casado;Universitario;No;2625000;No;No;Celular;0;No
3565;65;Jubilado;Casado;Universitario;No;663000;No;No;Celular;0;No
3566;65;Jubilado;Casado;Universitario;No;191000;No;No;Celular;0;No
3567;65;Técnico;Divorciado;Técnico Profesional;No;372000;No;No;Celular;0;No
3568;65;Trabajador Dependiente;Casado;Universitario;No;1315000;No;No;Celular;0;No
3569;65;Jubilado;Casado;Universitario;No;209000;No;No;Celular;0;No
3570;65;Jubilado;Casado;Enseñanza Media;No;49000;Si;Si;Celular;0;No
3571;65;Jubilado;Casado;Universitario;No;3518000;Si;No;Celular;0;Si
3572;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;No;No;Celular;0;No
3573;65;Jubilado;Casado;Universitario;No;11254000;No;No;Celular;0;No
3574;65;Jubilado;Casado;Universitario;No;2927000;No;Si;Fono Particular;0;No
3575;65;Jubilado;Casado;Universitario;No;53000;No;No;Fono Particular;0;No
3576;65;Trabajador Dependiente;Casado;Universitario;No;1301000;Si;No;Celular;0;No
3577;65;Gerente;Casado;Universitario;No;1602000;No;No;Celular;0;No
3578;65;Trabajador Dependiente;Casado;Universitario;No;132000;Si;No;Celular;0;No
3579;65;Trabajador Dependiente;Casado;Enseñanza Media;No;128000;No;No;Fono Particular;0;No
3580;65;Trabajador Dependiente;Casado;Universitario;No;1113000;No;No;Celular;0;No
3581;65;Técnico;Casado;Técnico Profesional;No;31000;No;Si;Celular;0;No
3582;65;Técnico;Casado;Técnico Profesional;No;109000;No;No;Celular;0;No
3583;65;Trabajador Dependiente;Casado;Enseñanza Básica;No;1303000;No;No;Celular;0;No
3584;65;Técnico;Divorciado;Técnico Profesional;No;437000;No;No;Celular;0;No
3585;65;Jubilado;Casado;Universitario;No;156000;No;Si;Fono Particular;0;No
3586;65;Jubilado;Casado;Universitario;No;808000;No;No;Fono Particular;0;No
3587;65;Trabajador Dependiente;Casado;Universitario;No;1143000;No;No;Fono Particular;0;No
3588;65;Jubilado;Casado;Enseñanza Media;No;63000;No;No;Celular;0;No
3589;65;Trabajador Dependiente;Casado;Universitario;No;5000;Si;No;Celular;0;No
3590;65;Obrero;Casado;Enseñanza Media;No;75000;No;No;Celular;0;No
3591;65;Jubilado;Casado;Universitario;No;1029000;No;Si;Celular;0;No
3592;65;Trabajador Dependiente;Casado;Universitario;No;2137000;No;No;Fono Particular;0;No
3593;65;Trabajador Dependiente;Casado;Universitario;No;4442000;No;No;Celular;0;No
3594;65;Técnico;Casado;Técnico Profesional;No;-40000;No;Si;Celular;0;No
3595;65;Jubilado;Casado;Enseñanza Media;No;-37000;No;Si;Celular;0;No
3596;65;Trabajador Dependiente;Casado;Universitario;No;282000;No;Si;Celular;0;No
3597;65;Técnico;Casado;Técnico Profesional;No;0;No;No;Celular;0;No
